x,time,dudx
0.897959,0.003000,-1.027632
0.918367,0.003000,-1.030044
0.938776,0.003000,-1.031962
0.959184,0.003000,-1.033355
0.979592,0.003000,-1.034201
0.020408,0.004000,-1.031707
0.040816,0.004000,-1.031067
0.061224,0.004000,-1.029595
0.081633,0.004000,-1.027809
0.102041,0.004000,-1.025559
0.122449,0.004000,-1.022915
0.142857,0.004000,-1.020111
0.163265,0.004000,-1.016634
0.183673,0.004000,-1.012711
0.204082,0.004000,-1.008729
0.224490,0.004000,-1.004820
0.244898,0.004000,-1.000937
0.265306,0.004000,-0.997026
0.285714,0.004000,-0.993094
0.306122,0.004000,-0.989203
0.326531,0.004000,-0.985441
0.346939,0.004000,-0.981896
0.367347,0.004000,-0.978644
0.387755,0.004000,-0.975750
0.408163,0.004000,-0.973265
0.428571,0.004000,-0.971228
0.448980,0.004000,-0.969672
0.469388,0.004000,-0.968620
0.489796,0.004000,-0.968088
0.510204,0.004000,-0.968083
0.530612,0.004000,-0.968604
0.551020,0.004000,-0.969641
0.571429,0.004000,-0.971177
0.591837,0.004000,-0.973187
0.612245,0.004000,-0.975637
0.632653,0.004000,-0.978486
0.653061,0.004000,-0.981689
0.673469,0.004000,-0.985192
0.693878,0.004000,-0.988938
0.714286,0.004000,-0.992866
0.734694,0.004000,-0.996910
0.755102,0.004000,-1.001004
0.775510,0.004000,-1.005082
0.795918,0.004000,-1.009077
0.816327,0.004000,-1.012922
0.836735,0.004000,-1.016555
0.857143,0.004000,-1.019916
0.877551,0.004000,-1.022950
0.897959,0.004000,-1.025607
0.918367,0.004000,-1.027842
0.938776,0.004000,-1.029621
0.959184,0.004000,-1.030912
0.979592,0.004000,-1.031696
0.020408,0.005000,-1.029387
0.040816,0.005000,-1.028805
0.061224,0.005000,-1.027426
0.081633,0.005000,-1.025768
0.102041,0.005000,-1.023679
0.122449,0.005000,-1.021227
0.142857,0.005000,-1.018641
0.163265,0.005000,-1.015403
0.183673,0.005000,-1.011737
0.204082,0.005000,-1.008034
0.224490,0.005000,-1.004423
0.244898,0.005000,-1.000853
0.265306,0.005000,-0.997259
0.285714,0.005000,-0.993638
0.306122,0.005000,-0.990046
0.326531,0.005000,-0.986563
0.346939,0.005000,-0.983274
0.367347,0.005000,-0.980253
0.387755,0.005000,-0.977561
0.408163,0.005000,-0.975247
0.428571,0.005000,-0.973351
0.448980,0.005000,-0.971901
0.469388,0.005000,-0.970920
0.489796,0.005000,-0.970423
0.510204,0.005000,-0.970414
0.530612,0.005000,-0.970895
0.551020,0.005000,-0.971854
0.571429,0.005000,-0.973277
0.591837,0.005000,-0.975139
0.612245,0.005000,-0.977410
0.632653,0.005000,-0.980051
0.653061,0.005000,-0.983019
0.673469,0.005000,-0.986267
0.693878,0.005000,-0.989739
0.714286,0.005000,-0.993379
0.734694,0.005000,-0.997128
0.755102,0.005000,-1.000923
0.775510,0.005000,-1.004703
0.795918,0.005000,-1.008406
0.816327,0.005000,-1.011971
0.836735,0.005000,-1.015338
0.857143,0.005000,-1.018454
0.877551,0.005000,-1.021266
0.897959,0.005000,-1.023729
0.918367,0.005000,-1.025802
0.938776,0.005000,-1.027450
0.959184,0.005000,-1.028648
0.979592,0.005000,-1.029374
0.020408,0.006000,-1.027237
0.040816,0.006000,-1.026708
0.061224,0.006000,-1.025415
0.081633,0.006000,-1.023875
0.102041,0.006000,-1.021936
0.122449,0.006000,-1.019661
0.142857,0.006000,-1.017277
0.163265,0.006000,-1.014263
0.183673,0.006000,-1.010841
0.204082,0.006000,-1.007399
0.224490,0.006000,-1.004064
0.244898,0.006000,-1.000779
0.265306,0.006000,-0.997474
0.285714,0.006000,-0.994138
0.306122,0.006000,-0.990821
0.326531,0.006000,-0.987597
0.346939,0.006000,-0.984547
0.367347,0.006000,-0.981741
0.387755,0.006000,-0.979238
0.408163,0.006000,-0.977085
0.428571,0.006000,-0.975319
0.448980,0.006000,-0.973968
0.469388,0.006000,-0.973053
0.489796,0.006000,-0.972587
0.510204,0.006000,-0.972576
0.530612,0.006000,-0.973018
0.551020,0.006000,-0.973906
0.571429,0.006000,-0.975223
0.591837,0.006000,-0.976949
0.612245,0.006000,-0.979052
0.632653,0.006000,-0.981500
0.653061,0.006000,-0.984252
0.673469,0.006000,-0.987262
0.693878,0.006000,-0.990480
0.714286,0.006000,-0.993854
0.734694,0.006000,-0.997329
0.755102,0.006000,-1.000848
0.775510,0.006000,-1.004352
0.795918,0.006000,-1.007784
0.816327,0.006000,-1.011089
0.836735,0.006000,-1.014211
0.857143,0.006000,-1.017099
0.877551,0.006000,-1.019706
0.897959,0.006000,-1.021989
0.918367,0.006000,-1.023910
0.938776,0.006000,-1.025439
0.959184,0.006000,-1.026549
0.979592,0.006000,-1.027222
0.020408,0.007000,-1.025245
0.040816,0.007000,-1.024765
0.061224,0.007000,-1.023551
0.081633,0.007000,-1.022122
0.102041,0.007000,-1.020320
0.122449,0.007000,-1.018210
0.142857,0.007000,-1.016014
0.163265,0.007000,-1.013209
0.183673,0.007000,-1.010014
0.204082,0.007000,-1.006815
0.224490,0.007000,-1.003736
0.244898,0.007000,-1.000714
0.265306,0.007000,-0.997673
0.285714,0.007000,-0.994600
0.306122,0.007000,-0.991535
0.326531,0.007000,-0.988551
0.346939,0.007000,-0.985722
0.367347,0.007000,-0.983117
0.387755,0.007000,-0.980790
0.408163,0.007000,-0.978787
0.428571,0.007000,-0.977143
0.448980,0.007000,-0.975884
0.469388,0.007000,-0.975030
0.489796,0.007000,-0.974593
0.510204,0.007000,-0.974579
0.530612,0.007000,-0.974986
0.551020,0.007000,-0.975807
0.571429,0.007000,-0.977027
0.591837,0.007000,-0.978625
0.612245,0.007000,-0.980574
0.632653,0.007000,-0.982843
0.653061,0.007000,-0.985393
0.673469,0.007000,-0.988183
0.693878,0.007000,-0.991166
0.714286,0.007000,-0.994294
0.734694,0.007000,-0.997516
0.755102,0.007000,-1.000777
0.775510,0.007000,-1.004026
0.795918,0.007000,-1.007208
0.816327,0.007000,-1.010272
0.836735,0.007000,-1.013166
0.857143,0.007000,-1.015844
0.877551,0.007000,-1.018261
0.897959,0.007000,-1.020377
0.918367,0.007000,-1.022159
0.938776,0.007000,-1.023576
0.959184,0.007000,-1.024605
0.979592,0.007000,-1.025229
0.020408,0.008000,-1.023400
0.040816,0.008000,-1.022964
0.061224,0.008000,-1.021825
0.081633,0.008000,-1.020497
0.102041,0.008000,-1.018824
0.122449,0.008000,-1.016867
0.142857,0.008000,-1.014845
0.163265,0.008000,-1.012235
0.183673,0.008000,-1.009252
0.204082,0.008000,-1.006279
0.224490,0.008000,-1.003435
0.244898,0.008000,-1.000655
0.265306,0.008000,-0.997858
0.285714,0.008000,-0.995026
0.306122,0.008000,-0.992194
0.326531,0.008000,-0.989431
0.346939,0.008000,-0.986808
0.367347,0.008000,-0.984388
0.387755,0.008000,-0.982226
0.408163,0.008000,-0.980362
0.428571,0.008000,-0.978832
0.448980,0.008000,-0.977659
0.469388,0.008000,-0.976862
0.489796,0.008000,-0.976452
0.510204,0.008000,-0.976435
0.530612,0.008000,-0.976809
0.551020,0.008000,-0.977567
0.571429,0.008000,-0.978696
0.591837,0.008000,-0.980176
0.612245,0.008000,-0.981983
0.632653,0.008000,-0.984085
