x,time,dudx
0.632653,0.080000,-0.999690
0.653061,0.080000,-0.999695
0.673469,0.080000,-0.999707
0.693878,0.080000,-0.999723
0.714286,0.080000,-0.999744
0.734694,0.080000,-0.999769
0.755102,0.080000,-0.999796
0.775510,0.080000,-0.999826
0.795918,0.080000,-0.999856
0.816327,0.080000,-0.999886
0.836735,0.080000,-0.999916
0.857143,0.080000,-0.999944
0.877551,0.080000,-0.999970
0.897959,0.080000,-0.999993
0.918367,0.080000,-1.000012
0.938776,0.080000,-1.000028
0.959184,0.080000,-1.000040
0.979592,0.080000,-1.000047
0.020408,0.081000,-1.000226
0.040816,0.081000,-1.000362
0.061224,0.081000,-1.000168
0.081633,0.081000,-1.000142
0.102041,0.081000,-1.000107
0.122449,0.081000,-1.000098
0.142857,0.081000,-1.000304
0.163265,0.081000,-1.000164
0.183673,0.081000,-0.999857
0.204082,0.081000,-0.999718
0.224490,0.081000,-0.999822
0.244898,0.081000,-1.000053
0.265306,0.081000,-1.000280
0.285714,0.081000,-1.000431
0.306122,0.081000,-1.000494
0.326531,0.081000,-1.000486
0.346939,0.081000,-1.000432
0.367347,0.081000,-1.000353
0.387755,0.081000,-1.000266
0.408163,0.081000,-1.000177
0.428571,0.081000,-1.000093
0.448980,0.081000,-1.000016
0.469388,0.081000,-0.999947
0.489796,0.081000,-0.999887
0.510204,0.081000,-0.999835
0.530612,0.081000,-0.999792
0.551020,0.081000,-0.999758
0.571429,0.081000,-0.999733
0.591837,0.081000,-0.999715
0.612245,0.081000,-0.999705
0.632653,0.081000,-0.999702
0.653061,0.081000,-0.999705
0.673469,0.081000,-0.999715
0.693878,0.081000,-0.999729
0.714286,0.081000,-0.999748
0.734694,0.081000,-0.999770
0.755102,0.081000,-0.999795
0.775510,0.081000,-0.999821
0.795918,0.081000,-0.999849
0.816327,0.081000,-0.999877
0.836735,0.081000,-0.999905
0.857143,0.081000,-0.999931
0.877551,0.081000,-0.999955
0.897959,0.081000,-0.999976
0.918367,0.081000,-0.999995
0.938776,0.081000,-1.000009
0.959184,0.081000,-1.000020
0.979592,0.081000,-1.000027
0.020408,0.082000,-1.000209
0.040816,0.082000,-1.000346
0.061224,0.082000,-1.000153
0.081633,0.082000,-1.000128
0.102041,0.082000,-1.000094
0.122449,0.082000,-1.000087
0.142857,0.082000,-1.000294
0.163265,0.082000,-1.000156
0.183673,0.082000,-0.999851
0.204082,0.082000,-0.999714
0.224490,0.082000,-0.999820
0.244898,0.082000,-1.000054
0.265306,0.082000,-1.000283
0.285714,0.082000,-1.000436
0.306122,0.082000,-1.000501
0.326531,0.082000,-1.000495
0.346939,0.082000,-1.000443
0.367347,0.082000,-1.000366
0.387755,0.082000,-1.000280
0.408163,0.082000,-1.000193
0.428571,0.082000,-1.000110
0.448980,0.082000,-1.000033
0.469388,0.082000,-0.999965
0.489796,0.082000,-0.999905
0.510204,0.082000,-0.999853
0.530612,0.082000,-0.999810
0.551020,0.082000,-0.999775
0.571429,0.082000,-0.999749
0.591837,0.082000,-0.999730
0.612245,0.082000,-0.999718
0.632653,0.082000,-0.999713
0.653061,0.082000,-0.999715
0.673469,0.082000,-0.999722
0.693878,0.082000,-0.999734
0.714286,0.082000,-0.999751
0.734694,0.082000,-0.999771
0.755102,0.082000,-0.999793
0.775510,0.082000,-0.999817
0.795918,0.082000,-0.999843
0.816327,0.082000,-0.999869
0.836735,0.082000,-0.999894
0.857143,0.082000,-0.999918
0.877551,0.082000,-0.999940
0.897959,0.082000,-0.999960
0.918367,0.082000,-0.999977
0.938776,0.082000,-0.999991
0.959184,0.082000,-1.000001
0.979592,0.082000,-1.000007
0.020408,0.083000,-1.000194
0.040816,0.083000,-1.000331
0.061224,0.083000,-1.000138
0.081633,0.083000,-1.000114
0.102041,0.083000,-1.000082
0.122449,0.083000,-1.000076
0.142857,0.083000,-1.000284
0.163265,0.083000,-1.000149
0.183673,0.083000,-0.999845
0.204082,0.083000,-0.999711
0.224490,0.083000,-0.999819
0.244898,0.083000,-1.000054
0.265306,0.083000,-1.000285
0.285714,0.083000,-1.000441
0.306122,0.083000,-1.000508
0.326531,0.083000,-1.000503
0.346939,0.083000,-1.000453
0.367347,0.083000,-1.000378
0.387755,0.083000,-1.000293
0.408163,0.083000,-1.000208
0.428571,0.083000,-1.000126
0.448980,0.083000,-1.000050
0.469388,0.083000,-0.999982
0.489796,0.083000,-0.999922
0.510204,0.083000,-0.999870
0.530612,0.083000,-0.999827
0.551020,0.083000,-0.999791
0.571429,0.083000,-0.999764
0.591837,0.083000,-0.999744
0.612245,0.083000,-0.999731
0.632653,0.083000,-0.999724
0.653061,0.083000,-0.999724
0.673469,0.083000,-0.999729
0.693878,0.083000,-0.999739
0.714286,0.083000,-0.999754
0.734694,0.083000,-0.999771
0.755102,0.083000,-0.999791
0.775510,0.083000,-0.999814
0.795918,0.083000,-0.999837
0.816327,0.083000,-0.999860
0.836735,0.083000,-0.999884
0.857143,0.083000,-0.999906
0.877551,0.083000,-0.999927
0.897959,0.083000,-0.999945
0.918367,0.083000,-0.999961
0.938776,0.083000,-0.999974
0.959184,0.083000,-0.999983
0.979592,0.083000,-0.999989
0.020408,0.084000,-1.000179
0.040816,0.084000,-1.000317
0.061224,0.084000,-1.000125
0.081633,0.084000,-1.000102
0.102041,0.084000,-1.000070
0.122449,0.084000,-1.000065
0.142857,0.084000,-1.000276
0.163265,0.084000,-1.000142
0.183673,0.084000,-0.999840
0.204082,0.084000,-0.999707
0.224490,0.084000,-0.999817
0.244898,0.084000,-1.000055
0.265306,0.084000,-1.000288
0.285714,0.084000,-1.000445
0.306122,0.084000,-1.000514
0.326531,0.084000,-1.000512
0.346939,0.084000,-1.000463
0.367347,0.084000,-1.000390
0.387755,0.084000,-1.000306
0.408163,0.084000,-1.000222
0.428571,0.084000,-1.000141
0.448980,0.084000,-1.000066
0.469388,0.084000,-0.999998
0.489796,0.084000,-0.999938
0.510204,0.084000,-0.999886
0.530612,0.084000,-0.999843
0.551020,0.084000,-0.999806
0.571429,0.084000,-0.999778
0.591837,0.084000,-0.999757
0.612245,0.084000,-0.999743
0.632653,0.084000,-0.999735
0.653061,0.084000,-0.999733
0.673469,0.084000,-0.999736
0.693878,0.084000,-0.999744
0.714286,0.084000,-0.999756
0.734694,0.084000,-0.999772
0.755102,0.084000,-0.999790
0.775510,0.084000,-0.999810
0.795918,0.084000,-0.999831
0.816327,0.084000,-0.999853
0.836735,0.084000,-0.999874
0.857143,0.084000,-0.999895
0.877551,0.084000,-0.999914
0.897959,0.084000,-0.999931
0.918367,0.084000,-0.999945
0.938776,0.084000,-0.999957
0.959184,0.084000,-0.999966
0.979592,0.084000,-0.999971
0.020408,0.085000,-1.000165
0.040816,0.085000,-1.000303
0.061224,0.085000,-1.000112
0.081633,0.085000,-1.000089
0.102041,0.085000,-1.000059
0.122449,0.085000,-1.000055
0.142857,0.085000,-1.000267
0.163265,0.085000,-1.000135
0.183673,0.085000,-0.999834
0.204082,0.085000,-0.999704
0.224490,0.085000,-0.999816
0.244898,0.085000,-1.000055
0.265306,0.085000,-1.000290
0.285714,0.085000,-1.000450
0.306122,0.085000,-1.000520
0.326531,0.085000,-1.000520
0.346939,0.085000,-1.000473
0.367347,0.085000,-1.000401
0.387755,0.085000,-1.000319
0.408163,0.085000,-1.000235
0.428571,0.085000,-1.000155
0.448980,0.085000,-1.000081
0.469388,0.085000,-1.000013
0.489796,0.085000,-0.999954
0.510204,0.085000,-0.999902
0.530612,0.085000,-0.999858
0.551020,0.085000,-0.999821
0.571429,0.085000,-0.999792
0.591837,0.085000,-0.999769
0.612245,0.085000,-0.999754
0.632653,0.085000,-0.999745
0.653061,0.085000,-0.999741
0.673469,0.085000,-0.999743
0.693878,0.085000,-0.999749
0.714286,0.085000,-0.999759
0.734694,0.085000,-0.999772
0.755102,0.085000,-0.999788
0.775510,0.085000,-0.999806
0.795918,0.085000,-0.999825
0.816327,0.085000,-0.999845
0.836735,0.085000,-0.999865
0.857143,0.085000,-0.999884
0.877551,0.085000,-0.999901
0.897959,0.085000,-0.999917
0.918367,0.085000,-0.999931
0.938776,0.085000,-0.999941
0.959184,0.085000,-0.999950
0.979592,0.085000,-0.999954
0.020408,0.086000,-1.000152
0.040816,0.086000,-1.000290
0.061224,0.086000,-1.000099
0.081633,0.086000,-1.000078
0.102041,0.086000,-1.000049
0.122449,0.086000,-1.000046
0.142857,0.086000,-1.000259
0.163265,0.086000,-1.000128
0.183673,0.086000,-0.999830
0.204082,0.086000,-0.999701
0.224490,0.086000,-0.999815
0.244898,0.086000,-1.000056
0.265306,0.086000,-1.000293
0.285714,0.086000,-1.000454
0.306122,0.086000,-1.000526
0.326531,0.086000,-1.000527
0.346939,0.086000,-1.000482
0.367347,0.086000,-1.000411
0.387755,0.086000,-1.000331
0.408163,0.086000,-1.000248
0.428571,0.086000,-1.000169
0.448980,0.086000,-1.000095
0.469388,0.086000,-1.000028
0.489796,0.086000,-0.999969
0.510204,0.086000,-0.999917
0.530612,0.086000,-0.999872
0.551020,0.086000,-0.999835
0.571429,0.086000,-0.999805
0.591837,0.086000,-0.999781
0.612245,0.086000,-0.999765
0.632653,0.086000,-0.999754
0.653061,0.086000,-0.999749
0.673469,0.086000,-0.999749
0.693878,0.086000,-0.999753
0.714286,0.086000,-0.999761
0.734694,0.086000,-0.999773
0.755102,0.086000,-0.999787
0.775510,0.086000,-0.999803
0.795918,0.086000,-0.999820
0.816327,0.086000,-0.999838
0.836735,0.086000,-0.999856
0.857143,0.086000,-0.999873
0.877551,0.086000,-0.999889
0.897959,0.086000,-0.999904
0.918367,0.086000,-0.999916
0.938776,0.086000,-0.999926
0.959184,0.086000,-0.999934
0.979592,0.086000,-0.999938
0.020408,0.087000,-1.000139
0.040816,0.087000,-1.000278
0.061224,0.087000,-1.000088
0.081633,0.087000,-1.000067
0.102041,0.087000,-1.000039
0.122449,0.087000,-1.000037
0.142857,0.087000,-1.000252
0.163265,0.087000,-1.000122
0.183673,0.087000,-0.999825
0.204082,0.087000,-0.999698
0.224490,0.087000,-0.999813
0.244898,0.087000,-1.000057
0.265306,0.087000,-1.000295
0.285714,0.087000,-1.000458
0.306122,0.087000,-1.000532
0.326531,0.087000,-1.000535
0.346939,0.087000,-1.000491
0.367347,0.087000,-1.000422
0.387755,0.087000,-1.000342
0.408163,0.087000,-1.000260
0.428571,0.087000,-1.000182
0.448980,0.087000,-1.000109
0.469388,0.087000,-1.000042
0.489796,0.087000,-0.999983
0.510204,0.087000,-0.999931
0.530612,0.087000,-0.999886
0.551020,0.087000,-0.999848
0.571429,0.087000,-0.999817
0.591837,0.087000,-0.999793
0.612245,0.087000,-0.999775
0.632653,0.087000,-0.999763
0.653061,0.087000,-0.999756
0.673469,0.087000,-0.999754
0.693878,0.087000,-0.999757
0.714286,0.087000,-0.999764
0.734694,0.087000,-0.999773
0.755102,0.087000,-0.999785
0.775510,0.087000,-0.999799
0.795918,0.087000,-0.999815
0.816327,0.087000,-0.999831
0.836735,0.087000,-0.999847
0.857143,0.087000,-0.999863
0.877551,0.087000,-0.999878
0.897959,0.087000,-0.999891
0.918367,0.087000,-0.999903
0.938776,0.087000,-0.999912
0.959184,0.087000,-0.999919
0.979592,0.087000,-0.999923
0.020408,0.088000,-1.000127
0.040816,0.088000,-1.000266
0.061224,0.088000,-1.000077
0.081633,0.088000,-1.000057
0.102041,0.088000,-1.000029
0.122449,0.088000,-1.000029
0.142857,0.088000,-1.000245
0.163265,0.088000,-1.000116
0.183673,0.088000,-0.999821
0.204082,0.088000,-0.999695
0.224490,0.088000,-0.999812
0.244898,0.088000,-1.000057
0.265306,0.088000,-1.000297
0.285714,0.088000,-1.000462
0.306122,0.088000,-1.000538
0.326531,0.088000,-1.000542
0.346939,0.088000,-1.000499
0.367347,0.088000,-1.000431
0.387755,0.088000,-1.000352
0.408163,0.088000,-1.000272
0.428571,0.088000,-1.000194
0.448980,0.088000,-1.000122
0.469388,0.088000,-1.000055
0.489796,0.088000,-0.999996
0.510204,0.088000,-0.999944
0.530612,0.088000,-0.999899
0.551020,0.088000,-0.999860
0.571429,0.088000,-0.999829
0.591837,0.088000,-0.999804
0.612245,0.088000,-0.999785
0.632653,0.088000,-0.999771
0.653061,0.088000,-0.999763
0.673469,0.088000,-0.999760
0.693878,0.088000,-0.999761
0.714286,0.088000,-0.999766
0.734694,0.088000,-0.999774
0.755102,0.088000,-0.999784
0.775510,0.088000,-0.999796
0.795918,0.088000,-0.999810
0.816327,0.088000,-0.999824
0.836735,0.088000,-0.999839
0.857143,0.088000,-0.999853
0.877551,0.088000,-0.999867
0.897959,0.088000,-0.999879
0.918367,0.088000,-0.999889
0.938776,0.088000,-0.999898
0.959184,0.088000,-0.999904
0.979592,0.088000,-0.999908
0.020408,0.089000,-1.000116
0.040816,0.089000,-1.000255
0.061224,0.089000,-1.000066
0.081633,0.089000,-1.000047
0.102041,0.089000,-1.000020
0.122449,0.089000,-1.000021
0.142857,0.089000,-1.000238
0.163265,0.089000,-1.000111
0.183673,0.089000,-0.999817
0.204082,0.089000,-0.999693
0.224490,0.089000,-0.999811
0.244898,0.089000,-1.000058
0.265306,0.089000,-1.000300
0.285714,0.089000,-1.000466
0.306122,0.089000,-1.000543
0.326531,0.089000,-1.000548
0.346939,0.089000,-1.000507
0.367347,0.089000,-1.000440
0.387755,0.089000,-1.000363
0.408163,0.089000,-1.000283
0.428571,0.089000,-1.000206
0.448980,0.089000,-1.000134
0.469388,0.089000,-1.000068
0.489796,0.089000,-1.000009
0.510204,0.089000,-0.999957
0.530612,0.089000,-0.999911
0.551020,0.089000,-0.999872
0.571429,0.089000,-0.999840
0.591837,0.089000,-0.999814
0.612245,0.089000,-0.999794
0.632653,0.089000,-0.999779
0.653061,0.089000,-0.999770
0.673469,0.089000,-0.999765
0.693878,0.089000,-0.999765
0.714286,0.089000,-0.999768
0.734694,0.089000,-0.999774
0.755102,0.089000,-0.999783
0.775510,0.089000,-0.999793
0.795918,0.089000,-0.999805
0.816327,0.089000,-0.999818
0.836735,0.089000,-0.999831
0.857143,0.089000,-0.999844
0.877551,0.089000,-0.999856
0.897959,0.089000,-0.999867
0.918367,0.089000,-0.999877
0.938776,0.089000,-0.999885
0.959184,0.089000,-0.999891
0.979592,0.089000,-0.999894
0.020408,0.090000,-1.000105
0.040816,0.090000,-1.000245
0.061224,0.090000,-1.000056
0.081633,0.090000,-1.000037
0.102041,0.090000,-1.000012
0.122449,0.090000,-1.000014
0.142857,0.090000,-1.000231
0.163265,0.090000,-1.000106
0.183673,0.090000,-0.999813
0.204082,0.090000,-0.999690
0.224490,0.090000,-0.999811
0.244898,0.090000,-1.000058
0.265306,0.090000,-1.000302
0.285714,0.090000,-1.000469
0.306122,0.090000,-1.000548
0.326531,0.090000,-1.000555
0.346939,0.090000,-1.000515
0.367347,0.090000,-1.000449
0.387755,0.090000,-1.000373
0.408163,0.090000,-1.000294
0.428571,0.090000,-1.000217
0.448980,0.090000,-1.000146
0.469388,0.090000,-1.000080
0.489796,0.090000,-1.000021
0.510204,0.090000,-0.999969
0.530612,0.090000,-0.999923
0.551020,0.090000,-0.999884
0.571429,0.090000,-0.999851
0.591837,0.090000,-0.999824
0.612245,0.090000,-0.999803
0.632653,0.090000,-0.999787
0.653061,0.090000,-0.999776
0.673469,0.090000,-0.999770
0.693878,0.090000,-0.999768
0.714286,0.090000,-0.999769
0.734694,0.090000,-0.999774
0.755102,0.090000,-0.999781
0.775510,0.090000,-0.999790
0.795918,0.090000,-0.999801
0.816327,0.090000,-0.999812
0.836735,0.090000,-0.999824
0.857143,0.090000,-0.999835
0.877551,0.090000,-0.999846
0.897959,0.090000,-0.999856
0.918367,0.090000,-0.999865
0.938776,0.090000,-0.999872
0.959184,0.090000,-0.999877
0.979592,0.090000,-0.999881
0.020408,0.091000,-1.000095
0.040816,0.091000,-1.000235
0.061224,0.091000,-1.000047
0.081633,0.091000,-1.000029
0.102041,0.091000,-1.000004
0.122449,0.091000,-1.000006
0.142857,0.091000,-1.000225
0.163265,0.091000,-1.000101
0.183673,0.091000,-0.999809
0.204082,0.091000,-0.999688
0.224490,0.091000,-0.999810
0.244898,0.091000,-1.000059
0.265306,0.091000,-1.000304
0.285714,0.091000,-1.000473
0.306122,0.091000,-1.000553
0.326531,0.091000,-1.000561
0.346939,0.091000,-1.000522
0.367347,0.091000,-1.000457
0.387755,0.091000,-1.000382
0.408163,0.091000,-1.000304
0.428571,0.091000,-1.000228
0.448980,0.091000,-1.000157
0.469388,0.091000,-1.000092
0.489796,0.091000,-1.000033
0.510204,0.091000,-0.999980
0.530612,0.091000,-0.999934
0.551020,0.091000,-0.999895
0.571429,0.091000,-0.999861
0.591837,0.091000,-0.999833
0.612245,0.091000,-0.999811
0.632653,0.091000,-0.999794
0.653061,0.091000,-0.999782
0.673469,0.091000,-0.999775
0.693878,0.091000,-0.999771
0.714286,0.091000,-0.999771
0.734694,0.091000,-0.999774
0.755102,0.091000,-0.999780
0.775510,0.091000,-0.999787
0.795918,0.091000,-0.999796
0.816327,0.091000,-0.999806
0.836735,0.091000,-0.999816
0.857143,0.091000,-0.999827
0.877551,0.091000,-0.999837
0.897959,0.091000,-0.999846
0.918367,0.091000,-0.999854
0.938776,0.091000,-0.999860
0.959184,0.091000,-0.999865
0.979592,0.091000,-0.999868
0.020408,0.092000,-1.000085
0.040816,0.092000,-1.000226
0.061224,0.092000,-1.000038
0.081633,0.092000,-1.000020
0.102041,0.092000,-0.999996
0.122449,0.092000,-1.000000
0.142857,0.092000,-1.000220
0.163265,0.092000,-1.000096
0.183673,0.092000,-0.999806
0.204082,0.092000,-0.999686
0.224490,0.092000,-0.999809
0.244898,0.092000,-1.000060
0.265306,0.092000,-1.000306
0.285714,0.092000,-1.000476
0.306122,0.092000,-1.000557
0.326531,0.092000,-1.000567
0.346939,0.092000,-1.000529
0.367347,0.092000,-1.000465
0.387755,0.092000,-1.000391
0.408163,0.092000,-1.000313
0.428571,0.092000,-1.000238
0.448980,0.092000,-1.000168
0.469388,0.092000,-1.000103
0.489796,0.092000,-1.000044
0.510204,0.092000,-0.999991
0.530612,0.092000,-0.999945
0.551020,0.092000,-0.999905
0.571429,0.092000,-0.999871
0.591837,0.092000,-0.999842
0.612245,0.092000,-0.999819
0.632653,0.092000,-0.999801
0.653061,0.092000,-0.999788
0.673469,0.092000,-0.999779
0.693878,0.092000,-0.999774
0.714286,0.092000,-0.999773
0.734694,0.092000,-0.999774
0.755102,0.092000,-0.999778
0.775510,0.092000,-0.999784
0.795918,0.092000,-0.999792
0.816327,0.092000,-0.999800
0.836735,0.092000,-0.999809
0.857143,0.092000,-0.999819
0.877551,0.092000,-0.999827
0.897959,0.092000,-0.999836
0.918367,0.092000,-0.999843
0.938776,0.092000,-0.999848
0.959184,0.092000,-0.999853
0.979592,0.092000,-0.999855
0.020408,0.093000,-1.000076
0.040816,0.093000,-1.000217
0.061224,0.093000,-1.000029
0.081633,0.093000,-1.000012
0.102041,0.093000,-0.999989
0.122449,0.093000,-0.999993
0.142857,0.093000,-1.000214
0.163265,0.093000,-1.000092
0.183673,0.093000,-0.999803
0.204082,0.093000,-0.999684
0.224490,0.093000,-0.999808
0.244898,0.093000,-1.000060
0.265306,0.093000,-1.000308
0.285714,0.093000,-1.000479
0.306122,0.093000,-1.000562
0.326531,0.093000,-1.000572
0.346939,0.093000,-1.000536
0.367347,0.093000,-1.000473
0.387755,0.093000,-1.000399
0.408163,0.093000,-1.000323
0.428571,0.093000,-1.000248
0.448980,0.093000,-1.000178
0.469388,0.093000,-1.000113
0.489796,0.093000,-1.000055
0.510204,0.093000,-1.000002
0.530612,0.093000,-0.999955
0.551020,0.093000,-0.999915
0.571429,0.093000,-0.999880
0.591837,0.093000,-0.999851
0.612245,0.093000,-0.999827
0.632653,0.093000,-0.999808
0.653061,0.093000,-0.999793
0.673469,0.093000,-0.999783
0.693878,0.093000,-0.999777
0.714286,0.093000,-0.999774
0.734694,0.093000,-0.999774
0.755102,0.093000,-0.999777
0.775510,0.093000,-0.999782
0.795918,0.093000,-0.999788
0.816327,0.093000,-0.999795
0.836735,0.093000,-0.999803
0.857143,0.093000,-0.999811
0.877551,0.093000,-0.999819
0.897959,0.093000,-0.999826
0.918367,0.093000,-0.999832
0.938776,0.093000,-0.999837
0.959184,0.093000,-0.999841
0.979592,0.093000,-0.999844
0.020408,0.094000,-1.000067
0.040816,0.094000,-1.000208
0.061224,0.094000,-1.000021
0.081633,0.094000,-1.000005
0.102041,0.094000,-0.999982
0.122449,0.094000,-0.999987
0.142857,0.094000,-1.000209
0.163265,0.094000,-1.000088
0.183673,0.094000,-0.999800
0.204082,0.094000,-0.999682
0.224490,0.094000,-0.999808
0.244898,0.094000,-1.000061
0.265306,0.094000,-1.000309
0.285714,0.094000,-1.000482
0.306122,0.094000,-1.000566
0.326531,0.094000,-1.000577
0.346939,0.094000,-1.000542
0.367347,0.094000,-1.000480
0.387755,0.094000,-1.000407
0.408163,0.094000,-1.000332
0.428571,0.094000,-1.000258
0.448980,0.094000,-1.000188
0.469388,0.094000,-1.000123
0.489796,0.094000,-1.000065
0.510204,0.094000,-1.000012
0.530612,0.094000,-0.999965
0.551020,0.094000,-0.999924
0.571429,0.094000,-0.999889
0.591837,0.094000,-0.999859
0.612245,0.094000,-0.999834
0.632653,0.094000,-0.999814
0.653061,0.094000,-0.999798
0.673469,0.094000,-0.999787
0.693878,0.094000,-0.999780
0.714286,0.094000,-0.999776
0.734694,0.094000,-0.999775
0.755102,0.094000,-0.999776
0.775510,0.094000,-0.999779
0.795918,0.094000,-0.999784
0.816327,0.094000,-0.999790
0.836735,0.094000,-0.999796
0.857143,0.094000,-0.999803
0.877551,0.094000,-0.999810
0.897959,0.094000,-0.999816
0.918367,0.094000,-0.999822
0.938776,0.094000,-0.999827
0.959184,0.094000,-0.999830
0.979592,0.094000,-0.999832
0.020408,0.095000,-1.000059
0.040816,0.095000,-1.000200
0.061224,0.095000,-1.000014
0.081633,0.095000,-0.999998
0.102041,0.095000,-0.999976
0.122449,0.095000,-0.999982
0.142857,0.095000,-1.000204
0.163265,0.095000,-1.000084
0.183673,0.095000,-0.999797
0.204082,0.095000,-0.999681
0.224490,0.095000,-0.999807
0.244898,0.095000,-1.000061
0.265306,0.095000,-1.000311
0.285714,0.095000,-1.000485
0.306122,0.095000,-1.000570
0.326531,0.095000,-1.000583
0.346939,0.095000,-1.000548
0.367347,0.095000,-1.000487
0.387755,0.095000,-1.000415
0.408163,0.095000,-1.000340
0.428571,0.095000,-1.000266
0.448980,0.095000,-1.000197
0.469388,0.095000,-1.000133
0.489796,0.095000,-1.000074
0.510204,0.095000,-1.000021
0.530612,0.095000,-0.999974
0.551020,0.095000,-0.999933
0.571429,0.095000,-0.999897
0.591837,0.095000,-0.999866
0.612245,0.095000,-0.999841
0.632653,0.095000,-0.999820
0.653061,0.095000,-0.999803
0.673469,0.095000,-0.999791
0.693878,0.095000,-0.999782
0.714286,0.095000,-0.999777
0.734694,0.095000,-0.999775
0.755102,0.095000,-0.999775
0.775510,0.095000,-0.999777
0.795918,0.095000,-0.999780
0.816327,0.095000,-0.999785
0.836735,0.095000,-0.999790
0.857143,0.095000,-0.999796
0.877551,0.095000,-0.999802
0.897959,0.095000,-0.999808
0.918367,0.095000,-0.999812
0.938776,0.095000,-0.999817
0.959184,0.095000,-0.999820
0.979592,0.095000,-0.999821
0.020408,0.096000,-1.000051
0.040816,0.096000,-1.000193
0.061224,0.096000,-1.000006
0.081633,0.096000,-0.999991
0.102041,0.096000,-0.999970
0.122449,0.096000,-0.999976
0.142857,0.096000,-1.000200
0.163265,0.096000,-1.000081
0.183673,0.096000,-0.999795
0.204082,0.096000,-0.999679
0.224490,0.096000,-0.999807
0.244898,0.096000,-1.000062
0.265306,0.096000,-1.000313
0.285714,0.096000,-1.000488
0.306122,0.096000,-1.000574
0.326531,0.096000,-1.000588
0.346939,0.096000,-1.000554
0.367347,0.096000,-1.000494
0.387755,0.096000,-1.000423
0.408163,0.096000,-1.000348
0.428571,0.096000,-1.000275
0.448980,0.096000,-1.000206
0.469388,0.096000,-1.000142
0.489796,0.096000,-1.000083
0.510204,0.096000,-1.000031
0.530612,0.096000,-0.999983
0.551020,0.096000,-0.999941
0.571429,0.096000,-0.999905
0.591837,0.096000,-0.999874
0.612245,0.096000,-0.999847
0.632653,0.096000,-0.999825
0.653061,0.096000,-0.999808
0.673469,0.096000,-0.999795
0.693878,0.096000,-0.999785
0.714286,0.096000,-0.999778
0.734694,0.096000,-0.999775
0.755102,0.096000,-0.999773
0.775510,0.096000,-0.999774
0.795918,0.096000,-0.999777
0.816327,0.096000,-0.999780
0.836735,0.096000,-0.999785
0.857143,0.096000,-0.999789
0.877551,0.096000,-0.999794
0.897959,0.096000,-0.999799
0.918367,0.096000,-0.999803
0.938776,0.096000,-0.999807
0.959184,0.096000,-0.999809
0.979592,0.096000,-0.999811
0.020408,0.097000,-1.000044
0.040816,0.097000,-1.000186
0.061224,0.097000,-1.000000
0.081633,0.097000,-0.999985
0.102041,0.097000,-0.999964
0.122449,0.097000,-0.999971
0.142857,0.097000,-1.000196
0.163265,0.097000,-1.000077
0.183673,0.097000,-0.999792
0.204082,0.097000,-0.999678
0.224490,0.097000,-0.999806
0.244898,0.097000,-1.000063
0.265306,0.097000,-1.000315
0.285714,0.097000,-1.000491
0.306122,0.097000,-1.000578
0.326531,0.097000,-1.000592
0.346939,0.097000,-1.000559
0.367347,0.097000,-1.000500
0.387755,0.097000,-1.000430
0.408163,0.097000,-1.000356
0.428571,0.097000,-1.000283
0.448980,0.097000,-1.000214
0.469388,0.097000,-1.000151
0.489796,0.097000,-1.000092
0.510204,0.097000,-1.000039
0.530612,0.097000,-0.999992
0.551020,0.097000,-0.999949
0.571429,0.097000,-0.999912
0.591837,0.097000,-0.999880
0.612245,0.097000,-0.999853
0.632653,0.097000,-0.999831
0.653061,0.097000,-0.999812
0.673469,0.097000,-0.999798
0.693878,0.097000,-0.999787
0.714286,0.097000,-0.999779
0.734694,0.097000,-0.999775
0.755102,0.097000,-0.999772
0.775510,0.097000,-0.999772
0.795918,0.097000,-0.999773
0.816327,0.097000,-0.999776
0.836735,0.097000,-0.999779
0.857143,0.097000,-0.999783
0.877551,0.097000,-0.999787
0.897959,0.097000,-0.999791
0.918367,0.097000,-0.999794
0.938776,0.097000,-0.999797
0.959184,0.097000,-0.999800
0.979592,0.097000,-0.999801
0.020408,0.098000,-1.000037
0.040816,0.098000,-1.000179
0.061224,0.098000,-0.999993
0.081633,0.098000,-0.999979
0.102041,0.098000,-0.999958
0.122449,0.098000,-0.999966
0.142857,0.098000,-1.000192
0.163265,0.098000,-1.000074
0.183673,0.098000,-0.999790
0.204082,0.098000,-0.999676
0.224490,0.098000,-0.999806
0.244898,0.098000,-1.000063
0.265306,0.098000,-1.000316
0.285714,0.098000,-1.000493
0.306122,0.098000,-1.000581
0.326531,0.098000,-1.000597
0.346939,0.098000,-1.000565
0.367347,0.098000,-1.000507
0.387755,0.098000,-1.000436
0.408163,0.098000,-1.000363
0.428571,0.098000,-1.000291
0.448980,0.098000,-1.000223
0.469388,0.098000,-1.000159
0.489796,0.098000,-1.000101
0.510204,0.098000,-1.000047
0.530612,0.098000,-1.000000
0.551020,0.098000,-0.999957
0.571429,0.098000,-0.999920
0.591837,0.098000,-0.999887
0.612245,0.098000,-0.999859
0.632653,0.098000,-0.999836
0.653061,0.098000,-0.999817
0.673469,0.098000,-0.999801
0.693878,0.098000,-0.999789
0.714286,0.098000,-0.999780
0.734694,0.098000,-0.999775
0.755102,0.098000,-0.999771
0.775510,0.098000,-0.999769
0.795918,0.098000,-0.999770
0.816327,0.098000,-0.999771
